327075563	604078320	189139852	470348170	778105225	836654148	625503005	39395445
619102516	544366430	400441818	878517212	593769409	982651992	849047310	970703195
12614169	851541846	434043568	284442423	257339892	585893071	78341300	686948940
794910577	712177927	835115416	691477373	744623951	748246362	261344771	964949315
752703054	29469052	577590461	898195411	830458098	617444301	584240331	126292711
85814002	708850730	43019984	676056532	728772936	707748333	74190677	639368505
742168791	213028060	118574022	519607895	734393538	567200580	249757377	590782748
512868806	217998790	934367003	304692200	170933144	210330724	726151649	957063843
700054493	513473939	556291112	366003241	913282368	786534245	822679409	690094370
586344587	726261090	824308338	65630701	428682691	525710720	717818076	538963218
627543373	368880907	52104920	435813707	374989008	162135957	836607596	401442355
996333909	30534896	71421245	278354463	654437123	187116981	338309490	853442039
620117631	53587542	800486882	575189176	742691506	970055177	186351837	102528216
678974231	346475499	299324749	419247577	822692246	987990450	893979015	868897619
131905765	861664827	707507213	683018865	263691883	566634375	187400612	999172559
712903280	460230348	412178446	501408283	489170601	520268367	709865342	778623370
839166925	692898755	826570213	827127597	838529256	904114666	601111683	224764991
252749996	359792515	604045465	599909165	566447441	768502322	651810723	811366310
194727356	997011799	755430481	121337255	545719927	257468892	174254599	393887253
852659017	11877870	65841345	66596968	607194092	652835340	983860168	117515696
492831798	907125342	829003726	179551705	404621771	16932244	474326110	625956099
345358066	710814249	256277355	541458377	434766698	623302173	789739364	166355565
401870241	780001112	278000739	884337835	841835625	527233643	772195917	225356236
355081122	222420894	33591952	521536686	718389595	7387241	946227598	401867815
682003166	293063278	801353903	310851074	92731003	730702823	292681934	662466861
753941023	655053077	406239501	16045768	490226580	155151433	727890998	276960030
85380735	681806988	728264494	127561789	862685204	32429162	579898301	711690045
269432320	301757140	252151003	454838504	170720880	729758526	544567816	107474144
795197530	94038705	657037732	278569475	708474140	267463703	966242768	652118573
202664977	625134522	545556252	679793623	806972671	770176230	454071261	294733808
404555052	143881435	329113751	101961311	516486967	330905103	581298771	42099620
799642880	404510274	980989907	709877974	576470020	517346706	493183986	742226303
623296037	803818744	387818549	394257261	282857121	592845491	491498773	241462094
849770003	329882375	469062775	534744459	415807305	831369707	630218169	344698960
568453564	98964330	786856506	136624821	776129549	125018373	17606466	20019220
438925901	334875091	502748799	414205994	76610776	153261787	14238201	869565718
321679847	918797663	721854412	364983067	8384531	977512330	560305990	808207360
635039963	463159376	489000307	435334733	189768486	690603274	444905181	620997402
16437153	609418039	871495772	67930027	95658878	350627955	362762055	809582721
565652721	872963949	294485896	116934606	919011466	481157469	140933238	323733894
485107371	986530944	172743636	328984460	52481491	682846649	179013102	609028651
726856757	255581588	446423280	678909104	48008194	581689029	959449562	562218765
444679361	60878561	306403757	779475999	929234768	167514618	955571824	157821648
513714946	250800484	902560103	732161440	388856085	368446102	724804269	571066894
189212372	947435653	775118688	260612652	910010088	451152661	866225468	312463721
843253706	793904768	835835455	216566392	140816662	632030509	879767266	248548249
622073952	421444835	589309696	631813499	147479869	453387490	419460500	662397454
744364504	996661102	804119645	327800930	101734921	728659356	172483622	262263079
305607390	529696690	217494044	527167333	139588477	334596526	193420153	946718132
984489973	387210031	969290440	250478103	535790285	469956570	318077835	323383784
528744612	77865537	4199792	209357930	895644121	770807900	954725640	697723426
618733310	900855367	721738685	410438344	597874619	295480154	253843479	357949527
804444169	789337388	19810917	804160507	340026167	938645227	68076397	947622051
457937339	498724825	172099276	41550263	147396508	687606105	129150890	480699794
292032251	763168323	28737206	93825871	676940950	538650280	330794441	154382148
888014389	952192744	181829166	511262270	704161613	34828558	887956460	769239539
24573342	226455916	574468590	61653415	288242235	634421472	184890871	17257699
172416060	535251357	115972349	939194760	854152118	777135035	188571283	183184026
117658313	552324643	201451567	468514965	81657939	580769208	676314078	18778974
958637510	330098616	318486118	436750184	580690312	739262419	754689471	769190762
500139435	118934596	503490284	461750245	533259515	498801042	640001351	390544201
13493285	721447132	972873490	562306748	954242850	442532795	571849444	178345055
763438044	894999122	815146609	577563638	525308741	322574987	662967823	810275178
199344042	739842868	128429556	426985087	494934042	522795842	671579995	49763576
853121252	694785696	456113093	519914804	127375324	545312245	480576135	886964403
615155981	895818467	833550889	127869637	68623155	358605165	219871752	940282101
814886671	442760977	277616530	907970145	259516597	833016595	193871228	215771611
402443075	567488625	236105421	758678934	465107578	649756964	706079155	281368372
874848606	993045263	408373871	560568507	742383414	967261866	660044231	350669452
185852272	594723156	51000384	814912849	719093410	975813724	213154615	22220041
937400607	18648454	282712278	337383546	447533394	40521472	776543747	26049274
55896986	670399646	688404681	698645831	647657385	183632236	814887327	715291417
11828314	355400443	229032425	959138284	769429099	809495276	715480988	55829625
955435919	549510704	365979838	597541705	545868373	610343335	389893277	670075988
774292197	166000221	118271928	815074386	287508613	117854605	452699992	150180043
12182426	920706350	932496508	891606231	256976689	808769428	116710140	512374125
460711217	915167341	809208970	717946197	971760716	774081897	741498745	748260546
534999742	677109869	964279336	124701231	132962867	560307655	232854772	329978503
356811227	640814100	82266478	153065710	414473521	572079323	326605931	466343587
879411109	539292250	177124522	725955608	713246302	937674804	637701400	225614308
228112323	944730794	924887399	639286889	878321132	581717	447660181	279953515
976949472	542310440	440880300	973181280	535860342	474717170	555318157	647963698
44477468	401112266	750958253	159665329	510347676	410282308	197133543	187044103
910631634	295450824	525329394	510514657	321947680	337510991	123904493	655682545
381429429	338066436	800900737	39511499	924272152	774745875	415934435	831622103
915208850	581215164	148813158	284471161	975743074	411922481	988511004	365298131
925470800	94674739	830000770	730549667	761675053	633045889	971201657	746718718
944576721	773208781	753164356	904070681	422157178	817089454	680391275	49784023
382795698	338758222	150946938	396558251	709054169	784239963	536151240	102095799
639957623	154060418	749873959	206447944	889787511	645618814	546293344	555443472
272147556	173720733	98138995	266900324	137131567	544472833	202839847	281039228
555830006	66803698	967398467	269570057	644246841	644633014	26005198	193133100
450261647	922861	536095308	798471605	742805247	648180908	576439938	75530817
331825954	300960014	332020657	673575109	394317778	601977819	41503791	594389135
440222277	391441352	923720920	592570936	394603651	36281251	712589196	397730359
566568462	525610625	384389516	101364745	462723140	846848242	376294245	721850883
355118796	44608187	336423064	651717263	221048884	588572906	891703298	952341873
405387790	735727152	552364462	481585340	321186796	355771987	879941010	622339511
579349309	3957112	585963236	113662895	483714413	984160033	856165504	498398705
213571967	517069653	356450840	663246547	310151155	833236059	520052776	111937946
152159266	606210806	8657794	979032548	734771787	412542371	592066907	962841618
968987556	176457869	207840574	608151157	836662538	345420066	262879351	524474013
500351770	436220457	734108471	106972691	257944250	830726173	305042442	620842155
49321707	370621215	444140397	10904774	289071398	63619928	62062852	450868722
562208872	143227481	30413693	432293466	187871411	638653483	761373540	599016535
537193634	368074913	31953617	560417992	72391085	167871559	117351212	460769220
514440186	531171797	634143868	480403436	497424556	837072401	717147602	372994916
875850100	33230967	498542808	350943231	483433819	969624883	183534304	192017723
788737455	443252649	715844770	555749116	61387821	970429109	863658175	525142402
261438838	249894272	677073548	734195925	417284442	291541684	224044395	214243161
391582665	933244467	365253554	531364566	609053564	849468968	893266533	981165638
118833852	177264583	863723422	638443227	96431238	977840590	582020204	213848619
45465586	937139086	557505330	822659447	276470837	894360146	423484651	40090694
375434126	10336345	775980670	428339083	249532343	404632586	5708277	763185617
35581095	16061157	169724997	815442733	14536454	198554958	35810913	736510565
829279605	42753329	691174798	235519513	235157191	155113256	490048651	68385124
507928029	789519819	77179477	748337076	232085124	943242067	955337246	413517488
904142629	83212930	176906022	777582410	660228259	698428603	680821152	995597057
960328292	52055252	511341216	396898579	692093525	363337303	730231348	769158365
788821521	531391564	179920383	795559155	531544855	872286822	433847243	391709571
949782172	617949672	44024172	287106329	114096028	669466452	30205815	786203366
727549100	196582306	129973150	230220913	790276223	423207830	672952500	981755637
877398397	100186464	732966554	937879957	390254880	180515455	992040437	193740819
873171567	844862394	446625939	490467699	63216938	83715807	368460671	890649218
887979878	873524944	247922238	775755511	300925272	779715100	883614218	678169472
772465424	679672639	619059300	469397868	530007943	94734989	436292841	813563151
243551494	814476159	159984454	803713751	763926296	949344307	692367378	790051577
271949503	4451482	327522912	724558814	290701465	917321001	477902843	639888885
529232944	967016262	690446040	435026925	979812708	873416359	434227169	835042390
926982770	504812579	688642452	461131009	419928488	968794312	560587769	96059040
281200225	726521158	184230434	275826317	478890690	393716352	654645932	701771033
62032117	546174500	451222168	375059350	792677654	392499489	600170735	610005554
399379560	818462826	886466416	709975497	215266152	276808533	987085378	751500914
202964414	33536766	689277193	608110643	424552196	322144026	689740348	666605660
378048238	519024093	690108621	448134268	390530828	248864284	504083872	826452236
430687546	333672845	758882152	136798814	972372804	596492734	648347115	246919806
558864642	564982022	8034959	861134459	29218130	437316069	121584787	515071488
805481466	94596691	494043023	324665145	18872360	730027312	825452479	784684714
696580660	631902947	282632077	230962399	670558114	524674025	742006114	870456598
579717029	334833988	926669393	668623152	728546911	417415794	34779664	91568426
111050725	880397525	130216945	923785077	644922541	175340536	45781037	95864211
741451728	833581686	264086164	772996872	739657569	582431756	414305863	495737300
961261271	408581053	781351500	221734836	215440613	80688706	740980972	984078185
848644357	770192448	883918103	9234470	697147085	107486109	396351252	918198687
773484960	326004875	211105693	633689081	639416757	473684055	532876897	710984483
835118302	272175410	975384063	348798346	967670876	412580150	956636612	903004469
268385451	107047028	528754065	436706895	410175652	926598653	100429449	573341665
333623580	364058399	865774342	121181518	289708465	247794954	519481962	258073245
982452269	96471292	55702416	463858783	4022543	290302754	28970205	207047961
627887875	78773158	286133916	48424591	608065860	10946903	831616936	138718453
557521119	387489687	601191581	278889413	409286222	226378112	908709237	875775959
719871895	207261515	147238570	904100230	410399011	128392927	580052279	213975280
237610452	369009267	318121411	315494865	796135432	119145823	806613370	158776217
379364535	660015340	691166570	697704195	823616415	587345592	256429270	673899200
597875711	981874798	641161985	814687323	399138867	204557540	215489531	456943242
609448969	139472644	392497938	406076081	65597611	79480037	760296012	444875771
673888747	24996367	606061394	723468920	923139020	578943674	886717865	562395064
712126972	392751889	468053294	741572624	140066074	699693993	51440126	941778778
418994385	440569063	957178350	106512019	762189109	302829173	270233736	900044267
522393742	804190929	591481618	59251028	269533999	159226551	694159995	372474162
232582505	618868911	798477482	4866472	692888484	2477571	797150503	697351279
695524852	890844643	195281740	808640019	69313898	889869009	264053880	767865541
611674020	201208865	667023656	79035875	529772363	689939814	74445293	745449471
227023314	996118014	151283165	694233683	747810577	68776515	506897552	215054648
58913285	356817015	682237862	634198040	259139244	50938392	407690988	21796721
258041040	716634056	166298913	163673733	257143643	452252626	306570075	584433931
689381511	147359776	78436381	646655460	88531904	200575070	199824189	912677493
139849900	769404649	620340534	472829332	662223925	522720561	128704547	818021011
551807683	233286455	542241938	624945997	326718153	349727859	817097862	961158533
890845536	399378039	759061935	436257429	989598665	622003522	625496563	517510288
767583115	529235998	196104616	498054028	449024195	293503783	213391636	425797453
613106694	259914681	254564654	214771501	970855391	672844090	617606614	273720787
259048182	461619244	628246200	747457101	156588524	418942090	977666831	15753282
284741742	412927265	869974235	593249197	810171997	909497209	228376671	474210541
700089483	107754000	277968700	33291139	990383961	809927622	444080231	784632076
501877039	155361693	809995945	367688764	464719487	487169937	296749554	822784378
756800098	899952111	787009682	450824550	513300655	158279161	16144695	150237056
847052546	310650697	878120602	565803405	471770255	821731168	221162438	508031518
906120983	421624180	430343498	307680301	692470537	6409057	476321610	407340953
921449470	654507325	779233333	22860107	140315876	78182572	415812725	230761795
658145583	583201938	133201399	274092093	446017248	908341120	318243354	834280664
979623527	729602493	790283897	967578834	499921289	815208857	499089196	612884156
477121201	40379033	208713708	599291045	893236055	675627611	799468873	975201089
806788971	631025714	674338899	169569733	408527450	449445933	727096282	934641024
885869844	853467996	751513284	417808941	291328378	836927679	840008511	637322343
938440172	553354317	880413073	580904840	914957529	796505835	83908022	232452161
625762419	558897340	645552608	769951201	570170649	410850190	348092152	456535170
403953549	819719983	695642162	657551684	912574530	916938962	982945766	64547177
712162148	486991164	617220943	770999827	831907362	717970250	870049870	384338674
667550883	466875692	495263247	54624354	55278654	470432049	665830387	452055975
390602368	966105003	466404796	382397149	488296199	233246371	724535843	319898526
447969872	265052168	349739485	313732712	320840532	643686743	255625323	520241770
676945111	174200031	923214314	995146773	9680436	736496063	146835505	298759663
394659037	231974949	649518572	727992320	137932838	482942425	320981438	81267593
996898710	424742859	978534520	586698812	434116672	170999687	751942807	386872077
151762341	145868229	490640896	265404280	878117535	76373143	930532145	215343054
748095245	241363500	326624039	463568144	676241598	947259040	994834660	928739834
998103258	25318420	888957273	203352590	65428627	867907928	724878474	150754572
57781748	656813461	438888312	859793597	402836924	954632640	176240926	249905103
168795920	988963877	937331181	888381981	892913111	620749080	187667092	464254227
223371670	654597039	683026024	744436177	212266203	684878850	964434992	21409769
913563738	371721427	869346438	57920544	608112708	113376603	8688203	386535988
759541720	458731575	823699218	612439904	95935345	279326845	632539746	41824912
516819047	415927477	269711815	124030065	96971555	869149178	199909489	108913291
110773759	584257467	182629278	17284318	324293675	782459971	549144411	900535229
376766432	125275577	162509704	622174721	991641506	968300455	219662308	305262909
482607422	645206688	876177471	383370636	716870435	702381858	891621603	942032332
797872063	846792571	871258777	654608505	44574727	937096848	644308727	52725563
226847353	258305447	341909757	479710175	903520503	592969180	213495975	801228443
886373585	972763316	699507280	473513361	919200247	248137636	958872176	151939005
196165519	91109940	675063674	27641656	284772694	266573936	268700855	87413078
906050313	737670645	225335826	826840360	110242046	472411956	726906783	373353057
570733385	655146225	93592012	164813508	26295331	262561639	413121262	962574692
498085005	118635486	978441413	391371057	421463191	882856826	362924991	53773337
996689218	53737252	266144451	157256809	351576083	133929797	517978422	730812854
590758934	361317950	213103621	800792133	815642033	993664189	138904467	990011322
757924914	84959656	894546327	34194672	555978842	362568718	312669305	154105459
891953367	794075968	89327934	224212920	80110338	640592418	249746700	777689645
957162526	636818860	621432896	786740862	828977746	930887563	242150384	103461568
497279902	750382574	702216537	264533459	290722784	291756172	944807514	819779038
533825288	512198922	377537175	771347783	463170467	583989968	260681989	139453210
25560186	771203272	971993819	732950489	740096949	605265571	59326374	672117641
17340713	945674234	711335114	688005477	551505894	149226501	927030243	778711148
713399814	857766939	220179440	720805119	795593182	264843067	971577124	683164412
157199024	111019242	838136578	328171233	731447559	732158179	34791437	138504985
988166078	755663851	996858010	721471349	531349830	352553666	847810813	908609531
753245464	196217989	173307388	288797	250459245	557375195	979879780	190457234
476631815	430531668	355311382	909589923	909631650	173111292	224836139	851609987
639196540	875464226	557072663	62832623	426111079	92670000	421512570	515358611
849243901	159108420	657028870	841959096	691136600	30857309	683091081	371540730
55674714	304174860	687116711	336227883	858015592	856750937	579412553	203612208
354425286	286746978	153349804	155510964	587860700	168717426	647704177	96651843
861104951	507987310	247757794	809735260	308559174	850508768	718838099	524981256
853334116	357498402	300416084	92251531	163763570	849745259	274943874	933858205
720606721	995555496	808633434	458407640	160718039	976905879	605745409	475386408
978259786	24568001	197880684	229271931	366314733	434676748	801891436	808259979
895265957	529399452	158919208	858988652	53608462	150605120	955270831	635751358
361270463	204425325	585571034	999244118	943736432	685756834	116724041	785354018
542478627	322763897	91713420	21659974	509216414	513347762	516974875	371577999
190194086	691815072	590403957	842441434	986226035	263631389	376340918	650205716
660120640	450715495	582745045	892109650	766127670	422331188	732694099	606871889
215826851	314498269	771256383	965221250	338957341	31053407	49530215	887059670
336027159	491707198	238912277	271648639	599063418	436703683	461404844	409437951
770599351	223936463	148484662	541562312	395067264	467576152	577864119	359146685
655659631	233171494	164545370	277095504	987935364	741723997	344154242	93172646
625659605	38620020	174449125	3068599	195211376	159312498	667829830	155326689
584927401	206359225	746237053	296220390	350403352	274539481	342673309	38040807
21619336	429900820	558542	247498082	362438734	464984343	800471742	890482004
107940741	978470481	823910392	651007424	540111039	805209392	347916606	605029565
193769312	93456265	77293849	165537692	773171623	786771147	308538902	34929695
426709615	390195940	547591573	310890169	257045620	694617503	440119245	982393620
460507353	451240478	906008244	467643126	571130054	719596720	3022815	944195565
636417720	310916905	121482495	107368330	723338953	206672428	207883849	413281830
692520772	549988564	182305375	480163877	803082214	752222744	672782898	116679981
704485613	889996795	689970374	179256208	226054150	662588739	95249396	349946736
135984611	897276980	666337856	691966753	98998978	488301095	750118187	1647050
444024911	919332799	972692903	637287226	89601524	50901275	507445331	62606802
757253881	84889467	684145291	937553048	736341539	752891194	306193191	256995376
538424626	250958760	291502525	493310088	446259075	693974080	505984069	346702659
284028406	679997443	220498651	380154423	335677682	874096328	426013574	32130368
740286835	640261214	126715885	198480482	816484185	937020553	500441345	196770449
171762506	636922920	802571394	896749420	672404770	955911216	509702065	699197313
40530331	657392357	950819693	860050425	69802245	632171604	761801408	324065588
972924385	282462963	390458938	846039828	720232398	275346868	528876425	362332417
203103815	683523058	537920990	246282496	173108439	850817444	686598096	704823
311514517	28060936	737498611	781623869	771431680	597913898	372414514	280631965
237695229	963566739	529438845	390199405	696551077	486333899	744079874	280626149
441756951	746628561	998185438	444339117	781338298	346652799	716760998	265253762
426669884	735149988	498753494	499180100	394236935	814786887	826626935	458442911
414267108	15078437	699594309	152351939	317126371	440104872	76869594	699083500
210384343	898993240	974641356	28434519	57461262	806485827	662054258	626069895
888611294	553300307	246542452	584772275	714474277	349663623	240367696	514911507
263805333	362927516	583746364	762126328	544719292	839489213	661951792	193716514
24264482	417942258	21779618	657148129	819309776	726896475	993110773	570844876
41157281	513664066	965319788	148123829	685169208	976382106	997785531	828283023
971186781	237102260	981136942	924721239	198528766	463366031	422655556	709827837
257775783	37266762	84116541	718639551	872222080	943284138	942140294	864914038
738616503	245828564	783326870	420040933	472029700	400172604	52766561	310979398
154450350	941176070	345149499	893173496	392802867	475122252	808668557	947696624
637176240	705448351	792526207	951962991	534955572	322449130	781265226	759350156
865668570	705780701	761382127	296841445	904662548	702037923	47167351	315670448
257229838	168651902	930487178	387226206	511905684	165436537	607702066	640230444
374522382	119786547	572969875	981099158	31519756	714670174	230091169	738398019
832723151	110751814	50050448	744691466	547486555	162144857	197955532	41188260
364450291	616163163	434232625	478276678	889188305	716392833	33602845	529765603
290295122	684569158	780125946	627593239	281276344	310692075	252298701	49609218
928203153	430444352	705814805	271997736	109043361	456323311	116064071	431505429
4509998	683330634	934753606	249429837	792291687	242239838	364365626	826718400
514145166	198240978	215666449	388070814	222597669	70368425	983106417	36740253
56155921	357142234	235953429	890343583	805470014	596411601	142824766	290935842
33278453	138687467	389922142	600929136	732605035	739980262	335368483	13818094
951107370	902264325	613695395	357157731	938396047	810366313	509184769	164209816
515836377	761529085	283584455	64655022	828064643	422543314	941270980	207395145
158219338	679123816	968996379	667504401	272015873	816107087	165089670	476646352
756010738	215798522	894832562	873642798	814242263	406237938	428469757	425487884
215517501	920025939	722915194	342107737	109186633	381027633	594270339	342985704
192760369	348824358	484701488	579862001	674027085	835772496	890226701	696923269
785227120	772619145	118573003	950378571	986513408	881332130	50945514	501430547
690537612	45824174	657554198	529047252	578869106	537277477	33505473	549890422
916676250	305168031	885865121	766127867	214056934	30891440	816906941	779070261
526562292	901951680	542321297	75601479	408806525	138732803	449344470	167555385
948378812	936312999	662044895	47715755	876955328	53636689	360536132	96282071
185878155	740439972	439632828	180780575	327764235	73446401	861625870	99380085
639457175	27230079	399480574	171993697	932676953	662985409	651612395	291994529
926012899	323634125	843412158	858606190	667027302	343130952	859355418	149172675
908440071	568030991	629592933	854015596	360814360	906147534	908512123	258762896
773011114	399278029	882451762	142170377	495264837	886914210	179466644	722711378
431565151	862561156	543783706	321833757	530350840	13973351	407712848	18700041
192396284	822494971	526314300	833474964	245640650	791928477	881991313	53961439
541167032	566439569	716537129	603762470	813730233	169563294	711349276	448083387
356441460	117471212	911589849	229901834	396925288	471704536	120997871	183464402
880013898	342727392	149154660	243162062	639303874	224878840	759769175	733686318
418167062	651564952	900281697	277383272	863740256	522460708	39691727	317057403
209073407	479219642	466705448	509088025	601899422	454392193	179516621	162884989
450882038	543148329	213789548	102397893	918651775	574021798	182248325	798875674
765861758	21871488	678891056	255366218	980109944	181989371	544135905	387982963
558088302	251008603	277321245	453796696	338200609	60634968	165616080	927068942
26090362	122680386	217597493	508523209	303887679	345472147	89024462	250422695
624712134	269217625	301840630	961692088	252741370	698397534	604063480	143094805
793083848	349809205	145547768	241023432	834087740	550783762	111749440	68118574
967280533	192589213	395934373	287741911	279528792	330043765	47598023	968412477
574230245	882014355	297100935	378714646	13392386	859535585	583172186	534381917
311021460	775215739	84837395	573142656	803447712	765885961	307017101	808541796
553060496	677598453	281111253	675942379	898252760	149102142	547932954	876691693
634674803	565328025	341120950	401429993	366041870	998984916	998409730	528057342
403981932	643216473	822016681	602488600	506481237	549009843	304799466	812101444
60892290	362915545	677112303	190826266	728993888	418251641	734459382	859272999
883742335	61523588	864846981	401518561	336229561	731860832	937773576	608438840
964469860	786313718	955212250	389226426	458618070	835047158	307458529	657624078
823064989	266140007	20387722	405153352	451121503	846216016	206942755	980851299
626115737	781495326	714618738	386066131	876747691	827647092	424823325	261469762
519070492	907719542	330943755	56617505	899355928	908052547	742316391	948476577
71967969	735368466	211367969	304591288	11442380	487499852	227493688	243960327
187037444	101680113	920531527	25815187	220782478	963723538	178483432	12868888
124695728	567766512	619913394	712683296	628924827	901077699	633326213	282713647
629875988	495258053	236108893	224621914	577747761	198311727	613245566	222679185
256814328	506296285	900448581	496262324	484939418	219984043	430924213	128320700
886716503	836948280	929992391	705796304	593746395	45756623	681499474	467830903
288473910	796179098	361927949	881885957	186639009	151568303	907806694	374900770
814419367	530285025	209190715	619905031	424167398	594425630	639834812	12568970
495668143	143009789	472756538	105448601	33528	926758961	220620580	426653988
543648361	477329909	128929565	291889241	69635648	612283732	226462891	946833075
190821892	178474536	826685322	320730140	907411190	727053813	125583711	313479330
456205134	299430984	116898942	442597735	598196211	902884135	86417335	628497748
529426536	418350037	287094450	849559435	819542910	917116949	712195232	372448920
434537424	841078927	915579140	539763319	921764903	97077653	682355955	553088774
462425271	243699647	263740319	992577413	386616991	497429249	966825118	221958575
534627296	640662351	578575344	320995737	732556951	956112521	365846318	202909822
529683795	377216592	759027170	738833249	12096141	517864420	318601262	172726028
661551859	217527417	673261161	22444331	402867531	786691444	491993516	677553417
936311417	226356339	566189083	159467444	324584608	698974846	437375798	47045490
882306414	936901168	484534286	207846125	551758482	232552983	499537185	876963645
878897450	38569138	722898299	411162678	656602227	389922731	675556383	627560698
739916068	798326313	188355369	698089897	439932010	344093808	268132071	157675124
273001909	756172767	41954314	722513257	74384018	148237198	775809762	321397817
420451248	951320775	884082592	609996470	560372820	306342043	64160231	442743223
502513085	987090605	415365487	533280358	355551864	338876099	966659436	857635592
252562127	65866211	177611209	553072517	593207714	819551058	588703889	210623103
316984624	590776153	30642583	247186838	418992256	999265354	515258125	477105773
504617625	164269088	614365886	481897778	665786255	62110925	240731361	128522841
438896156	136920384	281172400	746731416	687044167	961234982	235189940	276991935
531755533	271327580	598382828	791230344	610160074	897330877	348401071	64573011
575907528	845209565	496462606	924885215	586009228	59349001	714447758	842326244
415685769	517781699	386159296	1826613	655516695	305518789	58759495	146991403
979931332	817529060	734657720	500234712	225339766	893648297	998206482	625172642
945966674	795715936	305676832	21268267	993558017	897981318	847239619	921034961
516116271	433926320	970893672	612289410	717874080	435050147	79509027	61115952
502381165	892098034	885927935	317412846	17492831	13053322	52272457	493444433
737095446	338395036	143653337	115205385	102083705	828474976	981251100	665914891
858742576	433315571	339639890	724491634	436238459	327754013	437631218	620577019
872340344	71646523	177181936	856759424	228025718	6769103	622842244	268149090
707537107	339556441	310314373	87152927	761867860	189170345	910251363	36809848
736583933	171868581	396540050	542129518	742377089	929883291	734194792	898761085
81864439	729729342	315548001	289644892	283315954	492688220	990950619	7695585
550018272	961053563	853507589	982450100	918299516	617036261	181755488	572674969
61038952	144845700	730954857	418641684	467091292	596482601	831586370	33705897
401636088	577188392	237671309	216821826	492826141	423890299	110845205	731943930
414226852	59813141	399067240	163820633	571789764	404250860	151957740	657412467
718775942	997310718	696432490	954976110	884736564	363595845	43166058	857771509
805592700	369846983	609158611	205289715	340021005	413833102	208107142	766583446
671707116	946944275	954630158	392969429	977056068	993258669	533830166	984779009
17770067	173771525	272689914	365743036	763736264	574558992	625778605	185981553
982188445	350420577	474647348	270376094	647735311	445800550	965379765	805642428
156139445	347098619	702056388	674216861	403730284	36130849	560551866	100579994
948461385	983134113	155251978	493909332	445284598	982890725	346059050	222732769
863282092	694945601	471137782	262745049	829681207	608260503	536100371	707543021
256301992	767639166	779816603	778380243	604901860	415495674	239248804	314403009
857423728	830285573	890365258	432525046	511243098	490738229	189160682	200305556
961473935	292930012	492151455	474175177	250655583	405369907	680927991	210552792
917871580	751212830	983535300	536027579	440271946	594967060	765736353	96092428
120770530	924833695	457280597	125731545	912690101	721414302	884292872	341236933
968444133	193455366	623895132	942959434	715071423	304032376	253147858	738885288
166693443	546168755	194910435	748248358	557579718	282313126	69002120	680428406
137788991	954183430	658789346	452847316	342726864	643214193	660548326	277669030
337846905	636357301	457479025	167953125	523216644	924011261	35015173	519848777
758842059	693721846	141294463	864652353	478458281	713758377	655487712	180407814
411287884	483241085	748810660	24997638	832687401	865003348	473893880	226424477
